Country,Region,Residence,Ethnicity,SocDem,Version,Ref-ID,Year1,Year2,TypeLT,Sex,e(x),e(x)Orig
USA,0,0,0,0,1,427.1,1976,1976,1,2,76.77,76.77
USA,0,0,0,0,1,427.1,1976,1976,2,1,69.08,69.08
USA,0,0,0,0,1,427.1,1976,1976,2,2,76.77,76.77
USA,0,0,0,0,1,427.1,1977,1977,1,1,69.4,69.4
USA,0,0,0,0,1,427.1,1977,1977,1,2,77.16,77.16
USA,0,0,0,0,1,427.1,1977,1977,2,1,69.4,69.4
USA,0,0,0,0,1,427.1,1977,1977,2,2,77.16,77.16
USA,0,0,0,0,1,427.1,1978,1978,1,1,69.57,69.57
USA,0,0,0,0,1,427.1,1978,1978,1,2,77.25,77.25
USA,0,0,0,0,1,427.1,1978,1978,2,1,69.57,69.57
USA,0,0,0,0,1,427.1,1978,1978,2,2,77.25,77.25
USA,0,0,0,0,1,427.1,1979,1979,1,1,69.96,69.96
USA,0,0,0,0,1,427.1,1979,1979,1,2,77.7,77.71
USA,0,0,0,0,1,427.1,1979,1979,2,1,69.96,69.96
USA,0,0,0,0,1,427.1,1979,1979,2,2,77.7,77.71
USA,0,0,0,0,1,427.1,1980,1980,1,1,69.94,69.94
USA,0,0,0,0,1,427.1,1980,1980,1,2,77.52,77.52
USA,0,0,0,0,1,427.1,1980,1980,2,1,69.94,69.94
USA,0,0,0,0,1,427.1,1980,1980,2,2,77.52,77.52
USA,0,0,0,0,1,427.1,1981,1981,1,1,70.37,70.37
USA,0,0,0,0,1,427.1,1981,1981,1,2,77.85,77.85
USA,0,0,0,0,1,427.1,1981,1981,2,1,70.37,70.37
USA,0,0,0,0,1,427.1,1981,1981,2,2,77.85,77.85
USA,0,0,0,0,1,427.1,1982,1982,1,1,70.83,70.83
USA,0,0,0,0,1,427.1,1982,1982,1,2,78.2,78.2
USA,0,0,0,0,1,427.1,1982,1982,2,1,70.83,70.83
USA,0,0,0,0,1,427.1,1982,1982,2,2,78.2,78.2
USA,0,0,0,0,1,427.1,1983,1983,1,1,70.92,70.92
USA,0,0,0,0,1,427.1,1983,1983,1,2,78.12,78.12
USA,0,0,0,0,1,427.1,1983,1983,2,1,70.92,70.92
USA,0,0,0,0,1,427.1,1983,1983,2,2,78.12,78.12
USA,0,0,0,0,1,427.1,1984,1984,1,1,71.08,71.08
USA,0,0,0,0,1,427.1,1984,1984,1,2,78.2,78.2
USA,0,0,0,0,1,427.1,1984,1984,2,1,71.08,71.08
USA,0,0,0,0,1,427.1,1984,1984,2,2,78.2,78.2
USA,0,0,0,0,1,427.1,1985,1985,1,1,71.06,71.06
USA,0,0,0,0,1,427.1,1985,1985,1,2,78.22,78.22
USA,0,0,0,0,1,427.1,1985,1985,2,1,71.06,71.06
USA,0,0,0,0,1,427.1,1985,1985,2,2,78.22,78.22
USA,0,0,0,0,1,427.1,1986,1986,1,1,71.12,71.12
USA,0,0,0,0,1,427.1,1986,1986,1,2,78.3,78.3
USA,0,0,0,0,1,427.1,1986,1986,2,1,71.12,71.12
USA,0,0,0,0,1,427.1,1986,1986,2,2,78.3,78.3
USA,0,0,0,0,1,427.1,1987,1987,1,1,71.3,71.3
USA,0,0,0,0,1,427.1,1987,1987,1,2,78.39,78.39
USA,0,0,0,0,1,427.1,1987,1987,2,1,71.3,71.3
USA,0,0,0,0,1,427.1,1987,1987,2,2,78.39,78.39
USA,0,0,0,0,1,427.1,1988,1988,1,1,71.24,71.24
USA,0,0,0,0,1,427.1,1988,1988,1,2,78.33,78.33
USA,0,0,0,0,1,427.1,1988,1988,2,1,71.24,71.24
USA,0,0,0,0,1,427.1,1988,1988,2,2,78.33,78.33
USA,0,0,0,0,1,427.1,1989,1989,1,1,71.54,71.54
USA,0,0,0,0,1,427.1,1989,1989,1,2,78.59,78.59
USA,0,0,0,0,1,427.1,1989,1989,2,1,71.54,71.54
USA,0,0,0,0,1,427.1,1989,1989,2,2,78.59,78.59
USA,0,0,0,0,1,427.1,1990,1990,1,1,71.77,71.77
USA,0,0,0,0,1,427.1,1990,1990,1,2,78.86,78.86
USA,0,0,0,0,1,427.1,1990,1990,2,1,71.77,71.77
USA,0,0,0,0,1,427.1,1990,1990,2,2,78.86,78.86
USA,0,0,0,0,1,427.1,1991,1991,1,1,71.94,71.94
USA,0,0,0,0,1,427.1,1991,1991,1,2,78.99,78.99
USA,0,0,0,0,1,427.1,1991,1991,2,1,71.94,71.94
USA,0,0,0,0,1,427.1,1991,1991,2,2,78.99,78.99
USA,0,0,0,0,1,427.1,1992,1992,1,1,72.17,72.17
USA,0,0,0,0,1,427.1,1992,1992,1,2,79.16,79.16
USA,0,0,0,0,1,427.1,1992,1992,2,1,72.17,72.17
USA,0,0,0,0,1,427.1,1992,1992,2,2,79.16,79.16
USA,0,0,0,0,1,427.1,1993,1993,1,1,71.98,71.98
USA,0,0,0,0,1,427.1,1993,1993,1,2,78.89,78.89
USA,0,0,0,0,1,427.1,1993,1993,2,1,71.98,71.98
USA,0,0,0,0,1,427.1,1993,1993,2,2,78.89,78.89
USA,0,0,0,0,1,427.1,1994,1994,1,1,72.19,72.19
USA,0,0,0,0,1,427.1,1994,1994,1,2,79,79
USA,0,0,0,0,1,427.1,1994,1994,2,1,72.19,72.19
USA,0,0,0,0,1,427.1,1994,1994,2,2,79,79
USA,0,0,0,0,1,427.1,1995,1995,1,1,72.35,72.35
USA,0,0,0,0,1,427.1,1995,1995,1,2,79,79
USA,0,0,0,0,1,427.1,1995,1995,2,1,72.35,72.35
USA,0,0,0,0,1,427.1,1995,1995,2,2,79,79
USA,0,0,0,0,1,427.1,1996,1996,1,1,72.81,72.81
USA,0,0,0,0,1,427.1,1996,1996,1,2,79.12,79.12
USA,0,0,0,0,1,427.1,1996,1996,2,1,72.81,72.81
USA,0,0,0,0,1,427.1,1996,1996,2,2,79.12,79.12
USA,0,0,0,0,1,427.1,1997,1997,1,1,73.27,73.27
USA,0,0,0,0,1,427.1,1997,1997,1,2,79.26,79.26
USA,0,0,0,0,1,427.1,1997,1997,2,1,73.27,73.27
USA,0,0,0,0,1,427.1,1997,1997,2,2,79.26,79.26
USA,0,0,0,0,1,427.1,1998,1998,1,1,73.53,73.53
USA,0,0,0,0,1,427.1,1998,1998,1,2,79.31,79.31
USA,0,0,0,0,1,427.1,1998,1998,2,1,73.53,73.53
USA,0,0,0,0,1,427.1,1998,1998,2,2,79.31,79.31
USA,0,0,0,0,1,427.1,1999,1999,1,1,73.62,73.63
USA,0,0,0,0,1,427.1,1999,1999,1,2,79.22,79.22
USA,0,0,0,0,1,427.1,1999,1999,2,1,73.62,73.63
USA,0,0,0,0,1,427.1,1999,1999,2,2,79.22,79.22
USA,0,0,0,0,1,1459.2,1909,1911,4,1,49.89,49.86
USA,0,0,0,0,1,1459.2,1909,1911,4,2,53.26,53.24
USA,0,0,0,0,1,682.67,1919,1921,4,1,54.43,54.49
USA,0,0,0,0,1,682.67,1919,1921,4,2,56.36,56.41
USA,0,0,0,0,1,682.67,1924,1926,4,1,56.39,56.34
USA,0,0,0,0,1,682.67,1924,1926,4,2,59.1,59.01
USA,0,0,0,0,1,682.67,1929,1931,4,1,57.22,57.27
USA,0,0,0,0,1,682.67,1929,1931,4,2,60.6,60.67
USA,0,0,0,0,1,682.67,1934,1936,4,1,58.56,58.53
USA,0,0,0,0,1,682.67,1934,1936,4,2,62.64,62.58
USA,0,0,0,0,1,682.67,1939,1941,4,1,61.07,61.14
USA,0,0,0,0,1,682.67,1939,1941,4,2,65.45,65.58
USA,0,0,0,0,1,682.67,1944,1946,4,1,62.17,62.26
USA,0,0,0,0,1,682.67,1944,1946,4,2,67.97,68.11
USA,0,0,0,0,1,682.67,1949,1951,4,1,65.12,65.28
USA,0,0,0,0,1,682.67,1949,1951,4,2,70.6,70.86
USA,0,0,0,0,1,682.67,1954,1956,4,1,66.24,66.45
USA,0,0,0,0,1,682.67,1954,1956,4,2,72.3,72.61
USA,0,0,0,0,1,682.67,1959,1961,4,1,66.67,66.84
USA,0,0,0,0,1,682.67,1959,1961,4,2,73.09,73.4
USA,0,0,0,0,1,682.67,1962,1962,4,1,66.8,66.93
USA,0,0,0,0,1,682.67,1962,1962,4,2,73.27,73.52
USA,0,0,0,0,1,682.67,1963,1963,4,1,66.56,66.68
USA,0,0,0,0,1,682.67,1963,1963,4,2,73.2,73.42
USA,0,0,0,0,1,682.67,1964,1964,4,1,66.74,66.9
USA,0,0,0,0,1,682.67,1964,1964,4,2,73.46,73.72
USA,0,0,0,0,1,682.67,1965,1965,4,1,66.72,66.87
USA,0,0,0,0,1,682.67,1965,1965,4,2,73.57,73.83
USA,0,0,0,0,1,1459.3,1939,1941,4,1,61.6,61.6
USA,0,0,0,0,1,1459.3,1939,1941,4,2,65.89,65.89
USA,0,0,0,0,1,1832.01,1939,1941,1,1,61.6,61.6
USA,0,0,0,0,1,1832.01,1939,1941,1,2,65.89,65.89
USA,0,0,0,0,1,1832.01,1939,1941,2,1,61.6,61.6
USA,0,0,0,0,1,1832.01,1939,1941,2,2,65.89,65.89
USA,0,0,0,0,1,1833.01,1949,1951,1,1,65.47,65.47
USA,0,0,0,0,1,1833.01,1949,1951,1,2,70.96,70.96
USA,0,0,0,0,1,1833.01,1949,1951,2,1,65.47,65.47
USA,0,0,0,0,1,1833.01,1949,1951,2,2,70.96,70.96
USA,0,0,0,0,1,1459.4,1959,1961,4,1,66.8,66.8
USA,0,0,0,0,1,1459.4,1959,1961,4,2,73.24,73.24
USA,0,0,0,0,1,1834.01,1959,1961,1,1,66.8,66.8
USA,0,0,0,0,1,1834.01,1959,1961,1,2,73.24,73.24
USA,0,0,0,0,1,1834.01,1959,1961,2,1,66.8,66.8
USA,0,0,0,0,1,1834.01,1959,1961,2,2,73.24,73.24
USA,0,0,0,0,1,1835.01,1969,1971,1,1,67.04,67.04
USA,0,0,0,0,1,1835.01,1969,1971,1,2,74.64,74.64
USA,0,0,0,0,1,1835.01,1969,1971,2,1,67.04,67.04
USA,0,0,0,0,1,1835.01,1969,1971,2,2,74.64,74.64
USA,0,0,0,0,1,1838.01,1979,1979,1,1,69.59,69.9
USA,0,0,0,0,1,1838.01,1979,1979,1,2,76.88,77.64
USA,0,0,0,0,1,1838.01,1979,1979,2,1,69.59,69.9
USA,0,0,0,0,1,1838.01,1979,1979,2,2,76.88,77.64
USA,0,0,0,0,1,1836.01,1979,1981,1,1,70.11,70.11
USA,0,0,0,0,1,1836.01,1979,1981,1,2,77.62,77.62
USA,0,0,0,0,1,1836.01,1979,1981,2,1,70.11,70.11
USA,0,0,0,0,1,1836.01,1979,1981,2,2,77.62,77.62
USA,0,0,0,0,1,1839.01,1981,1981,1,1,70.2,70.44
USA,0,0,0,0,1,1839.01,1981,1981,1,2,77.34,77.9
USA,0,0,0,0,1,1839.01,1981,1981,2,1,70.2,70.44
USA,0,0,0,0,1,1839.01,1981,1981,2,2,77.34,77.9
USA,0,0,0,0,1,1837.01,1989,1991,1,1,71.83,71.83
USA,0,0,0,0,1,1837.01,1989,1991,1,2,78.81,78.81
USA,0,0,0,0,1,1837.01,1989,1991,2,1,71.83,71.83
USA,0,0,0,0,1,1837.01,1989,1991,2,2,78.81,78.81
USA,0,0,0,0,1,1460.1,1999,2001,1,1,74.09,74.1
USA,0,0,0,0,1,1460.1,1999,2001,1,2,79.45,79.46
USA,0,0,0,0,1,1460.1,1999,2001,2,1,74.09,74.1
USA,0,0,0,0,1,1460.1,1999,2001,2,2,79.45,79.46
USA,0,0,0,0,1,21.3,2000,2000,1,1,74.13,74.14
USA,0,0,0,0,1,21.3,2000,2000,1,2,79.46,79.48
USA,0,0,0,0,1,21.3,2000,2000,2,1,74.13,74.14
USA,0,0,0,0,1,21.3,2000,2000,2,2,79.46,79.48
USA,0,0,0,0,2,980.03,2000,2000,1,1,74.06,74.07
USA,0,0,0,0,2,980.03,2000,2000,1,2,79.34,79.35
USA,0,0,0,0,2,980.03,2000,2000,2,1,74.06,74.07
USA,0,0,0,0,2,980.03,2000,2000,2,2,79.34,79.35
USA,0,0,0,0,1,22.3,2001,2001,1,1,74.43,74.43
USA,0,0,0,0,1,22.3,2001,2001,1,2,79.75,79.77
USA,0,0,0,0,1,22.3,2001,2001,2,1,74.43,74.43
USA,0,0,0,0,1,22.3,2001,2001,2,2,79.75,79.77
USA,0,0,0,0,1,23.2,2002,2002,1,1,74.53,74.54
USA,0,0,0,0,1,23.2,2002,2002,1,2,79.83,79.85
USA,0,0,0,0,1,23.2,2002,2002,2,1,74.53,74.54
USA,0,0,0,0,1,23.2,2002,2002,2,2,79.83,79.85
USA,0,0,0,0,1,24.3,2003,2003,1,1,74.73,74.74
USA,0,0,0,0,1,24.3,2003,2003,1,2,80,80.01
USA,0,0,0,0,1,24.3,2003,2003,2,1,74.73,74.74
USA,0,0,0,0,1,24.3,2003,2003,2,2,80,80.01
USA,0,0,0,0,1,25.1,2004,2004,1,1,75.17,75.17
USA,0,0,0,0,1,25.1,2004,2004,1,2,80.36,80.38
USA,0,0,0,0,1,25.1,2004,2004,2,1,75.17,75.17
USA,0,0,0,0,1,25.1,2004,2004,2,2,80.36,80.38
USA,0,0,0,0,1,981.1,2005,2005,1,1,74.85,74.86
USA,0,0,0,0,1,981.1,2005,2005,1,2,79.93,79.94
USA,0,0,0,0,1,981.1,2005,2005,2,1,74.85,74.86
USA,0,0,0,0,1,981.1,2005,2005,2,2,79.93,79.94
USA,0,0,0,0,1,1463.1,2006,2006,1,1,75.12,75.13
USA,0,0,0,0,1,1463.1,2006,2006,1,2,80.19,80.2
USA,0,0,0,0,1,1463.1,2006,2006,2,1,75.12,75.13
USA,0,0,0,0,1,1463.1,2006,2006,2,2,80.19,80.2
USA,0,0,0,0,1,1610.01,2007,2007,1,1,75.37,75.38
USA,0,0,0,0,1,1610.01,2007,2007,1,2,80.4,80.41
USA,0,0,0,0,1,1610.01,2007,2007,2,1,75.37,75.38
USA,0,0,0,0,1,1610.01,2007,2007,2,2,80.4,80.41
USA,0,0,0,0,1,1610.07,2008,2008,1,1,75.59,75.6
USA,0,0,0,0,1,1610.07,2008,2008,1,2,80.56,80.57
USA,0,0,0,0,1,1610.07,2008,2008,2,1,75.59,75.6
USA,0,0,0,0,1,1610.07,2008,2008,2,2,80.56,80.57
USA,0,0,0,0,1,1681.01,2009,2009,1,1,75.96,75.96
USA,0,0,0,0,1,1681.01,2009,2009,1,2,80.88,80.89
USA,0,0,0,0,1,1681.01,2009,2009,2,1,75.96,75.96
USA,0,0,0,0,1,1681.01,2009,2009,2,2,80.88,80.89
USA,0,0,0,0,1,1707.01,2010,2010,1,1,76.19,76.2
USA,0,0,0,0,1,1707.01,2010,2010,1,2,81.03,81.04
USA,0,0,0,0,1,1707.01,2010,2010,2,1,76.19,76.2
USA,0,0,0,0,1,1707.01,2010,2010,2,2,81.03,81.04
USA,0,0,0,0,1,1884.01,2011,2011,1,1,76.29,76.29
USA,0,0,0,0,1,1884.01,2011,2011,1,2,81.04,81.05
USA,0,0,0,0,1,1884.01,2011,2011,2,1,76.29,76.29
USA,0,0,0,0,1,1884.01,2011,2011,2,2,81.04,81.05
USA,0,0,0,0,1,3560.07,2012,2012,1,1,76.41,76.42
USA,0,0,0,0,1,3560.07,2012,2012,1,2,81.16,81.17
USA,0,0,0,0,1,3560.07,2012,2012,2,1,76.41,76.42
USA,0,0,0,0,1,3560.07,2012,2012,2,2,81.16,81.17
USA,0,0,0,0,1,3560.13,2013,2013,1,1,76.41,76.42
USA,0,0,0,0,1,3560.13,2013,2013,1,2,81.17,81.18
USA,0,0,0,0,1,3560.13,2013,2013,2,1,76.41,76.42
USA,0,0,0,0,1,3560.13,2013,2013,2,2,81.17,81.18
USA,0,0,0,0,1,3560.19,2014,2014,1,1,76.47,76.47
USA,0,0,0,0,1,3560.19,2014,2014,1,2,81.24,81.25
USA,0,0,0,0,1,3560.19,2014,2014,2,1,76.47,76.47
USA,0,0,0,0,1,3560.19,2014,2014,2,2,81.24,81.25
USA,0,0,0,0,1,3560.26,2015,2015,1,1,76.29,76.3
USA,0,0,0,0,1,3560.26,2015,2015,1,2,81.1,81.11
USA,0,0,0,0,1,3560.26,2015,2015,2,1,76.29,76.3
USA,0,0,0,0,1,3560.26,2015,2015,2,2,81.1,81.11
USA,0,0,0,0,1,3561.01,2016,2016,1,1,76.1,76.1
USA,0,0,0,0,1,3561.01,2016,2016,1,2,81.1,81.11
USA,0,0,0,0,1,3561.01,2016,2016,2,1,76.1,76.1
USA,0,0,0,0,1,3561.01,2016,2016,2,2,81.1,81.11
USA,0,0,0,0,1,3562.01,2017,2017,1,1,76.1,76.1
USA,0,0,0,0,1,3562.01,2017,2017,1,2,81.1,81.1
USA,0,0,0,0,1,3562.01,2017,2017,2,1,76.1,76.1
USA,0,0,0,0,1,3562.01,2017,2017,2,2,81.1,81.1
USA,0,0,0,0,1,3563.01,2018,2018,1,1,76.22,76.22
USA,0,0,0,0,1,3563.01,2018,2018,1,2,81.24,81.25
USA,0,0,0,0,1,3563.01,2018,2018,2,1,76.22,76.22
USA,0,0,0,0,1,3563.01,2018,2018,2,2,81.24,81.25
USA,10,0,0,0,1,3564.01,2018,2018,1,1,72.11,72.11
USA,10,0,0,0,1,3564.01,2018,2018,1,2,77.97,77.98
USA,10,0,0,0,1,3564.01,2018,2018,2,1,72.11,72.11
USA,10,0,0,0,1,3564.01,2018,2018,2,2,77.97,77.98
USA,20,0,0,0,1,3564.02,2018,2018,1,1,75.96,75.96
USA,20,0,0,0,1,3564.02,2018,2018,1,2,80.2,80.21
USA,20,0,0,0,1,3564.02,2018,2018,2,1,75.96,75.96
USA,20,0,0,0,1,3564.02,2018,2018,2,2,80.2,80.21
USA,30,0,0,0,1,3564.03,2018,2018,1,1,75.95,75.95
USA,30,0,0,0,1,3564.03,2018,2018,1,2,81.47,81.48
USA,30,0,0,0,1,3564.03,2018,2018,2,1,75.95,75.95
USA,30,0,0,0,1,3564.03,2018,2018,2,2,81.47,81.48
USA,40,0,0,0,1,3564.04,2018,2018,1,1,73.02,73.02
USA,40,0,0,0,1,3564.04,2018,2018,1,2,78.21,78.22
USA,40,0,0,0,1,3564.04,2018,2018,2,1,73.02,73.02
USA,40,0,0,0,1,3564.04,2018,2018,2,2,78.21,78.22
USA,50,0,0,0,1,3564.05,2018,2018,1,1,78.4,78.41
USA,50,0,0,0,1,3564.05,2018,2018,1,2,83.11,83.12
USA,50,0,0,0,1,3564.05,2018,2018,2,1,78.4,78.41
USA,50,0,0,0,1,3564.05,2018,2018,2,2,83.11,83.12
USA,60,0,0,0,1,3564.06,2018,2018,1,1,77.68,77.68
USA,60,0,0,0,1,3564.06,2018,2018,1,2,82.29,82.29
USA,60,0,0,0,1,3564.06,2018,2018,2,1,77.68,77.68
USA,60,0,0,0,1,3564.06,2018,2018,2,2,82.29,82.29
USA,70,0,0,0,1,3564.07,2018,2018,1,1,77.9,77.91
USA,70,0,0,0,1,3564.07,2018,2018,1,2,82.85,82.86
USA,70,0,0,0,1,3564.07,2018,2018,2,1,77.9,77.91
USA,70,0,0,0,1,3564.07,2018,2018,2,2,82.85,82.86
USA,80,0,0,0,1,3564.08,2018,2018,1,1,74.81,74.81
USA,80,0,0,0,1,3564.08,2018,2018,1,2,80.63,80.63
USA,80,0,0,0,1,3564.08,2018,2018,2,1,74.81,74.81
USA,80,0,0,0,1,3564.08,2018,2018,2,2,80.63,80.63
USA,90,0,0,0,1,3564.09,2018,2018,1,1,74.59,74.61
USA,90,0,0,0,1,3564.09,2018,2018,1,2,80.53,80.55
USA,90,0,0,0,1,3564.09,2018,2018,2,1,74.59,74.61
USA,90,0,0,0,1,3564.09,2018,2018,2,2,80.53,80.55
USA,100,0,0,0,1,3564.1,2018,2018,1,1,76.18,76.19
USA,100,0,0,0,1,3564.1,2018,2018,1,2,81.55,81.56
USA,100,0,0,0,1,3564.1,2018,2018,2,1,76.18,76.19
USA,100,0,0,0,1,3564.1,2018,2018,2,2,81.55,81.56
USA,110,0,0,0,1,3564.11,2018,2018,1,1,74.74,74.75
USA,110,0,0,0,1,3564.11,2018,2018,1,2,79.65,79.65
USA,110,0,0,0,1,3564.11,2018,2018,2,1,74.74,74.75
USA,110,0,0,0,1,3564.11,2018,2018,2,2,79.65,79.65
USA,120,0,0,0,1,3564.12,2018,2018,1,1,78.03,78.04
USA,120,0,0,0,1,3564.12,2018,2018,1,2,83.95,83.98
USA,120,0,0,0,1,3564.12,2018,2018,2,1,78.03,78.04
USA,120,0,0,0,1,3564.12,2018,2018,2,2,83.95,83.98
USA,130,0,0,0,1,3564.13,2018,2018,1,1,76.84,76.84
USA,130,0,0,0,1,3564.13,2018,2018,1,2,81.31,81.31
USA,130,0,0,0,1,3564.13,2018,2018,2,1,76.84,76.84
USA,130,0,0,0,1,3564.13,2018,2018,2,2,81.31,81.31
USA,140,0,0,0,1,3564.14,2018,2018,1,1,76.22,76.23
USA,140,0,0,0,1,3564.14,2018,2018,1,2,81.26,81.27
USA,140,0,0,0,1,3564.14,2018,2018,2,1,76.22,76.23
USA,140,0,0,0,1,3564.14,2018,2018,2,2,81.26,81.27
USA,150,0,0,0,1,3564.15,2018,2018,1,1,74.37,74.38
USA,150,0,0,0,1,3564.15,2018,2018,1,2,79.3,79.31
USA,150,0,0,0,1,3564.15,2018,2018,2,1,74.37,74.38
USA,150,0,0,0,1,3564.15,2018,2018,2,2,79.3,79.31
